emailFileID,msgCode,msgUID,msgTimestamp
1,'0000',6d61ba0a-9f22-45bc-97fd-fefca2273318,2014-10-07T20:25:42.263946934+0200
2,'3000',08944bc8-2d61-4d6f-baa8-2aece991048e,2014-10-07T20:25:42.323742260+0200
2,'2000',d0b313d4-1c31-4a2a-a6e3-418e233d9561,2014-10-07T20:25:42.350489912+0200
2,'2000',7b045154-1bd4-4511-95d1-65c121c89b8f,2014-10-07T20:25:42.376153772+0200
2,'3000',26db54cc-2d0f-46ee-8f62-132f479576f0,2014-10-07T20:25:42.398827009+0200
2,'2000',89b2e9ea-d1a6-4cce-aaa7-6720ec952a22,2014-10-07T20:25:42.423588989+0200
2,'3000',310eb1da-2b00-4094-87b3-c4dc7ecef05e,2014-10-07T20:25:42.446139002+0200
2,'2000',31f03130-fc45-430d-ab36-a256e87fd97a,2014-10-07T20:25:42.472431398+0200
2,'3000',8111deeb-8e58-4e81-b9ac-f8b9b4ed7969,2014-10-07T20:25:42.502537503+0200
2,'2000',2629df53-c1f1-44e9-a0e4-8cb926979ae4,2014-10-07T20:25:42.526975694+0200
2,'3000',694eba0d-78ae-464d-97fb-2a6f083da309,2014-10-07T20:25:42.551751308+0200
2,'2000',dffad170-04f5-4d35-a4f6-0b41118fdb8f,2014-10-07T20:25:42.683906295+0200
2,'3000',3f071862-b2fc-463b-a3ab-a5566fa1de71,2014-10-07T20:25:42.714852524+0200
2,'2000',87569a4a-1399-4e3d-9b1a-5587aa6d7eac,2014-10-07T20:25:42.738267608+0200
2,'3000',5a8e8b45-3af1-4463-8f06-be9a01ef5f2a,2014-10-07T20:25:42.770536606+0200
2,'2000',f6a5acd2-5dcf-4404-a1df-891d813ae72c,2014-10-07T20:25:42.793867429+0200
2,'3000',a0ad5db3-b1ee-4d09-8e66-8054df145b3d,2014-10-07T20:25:42.823983587+0200
2,'2000',3d3597a7-3be7-4842-b5c4-c327e58a8769,2014-10-07T20:25:42.849339777+0200
2,'3000',5036617a-6ec0-4141-a7a7-1eac62845699,2014-10-07T20:25:42.881303118+0200
2,'2000',fa1632ca-7b5f-4b88-8d29-ba6ff2e19eb7,2014-10-07T20:25:42.904814703+0200
2,'3000',0774fc88-ad38-4816-a158-caefb499909e,2014-10-07T20:25:42.936435875+0200
2,'2000',6e27ae3e-a986-4ffe-bbb0-251bb95b5c3a,2014-10-07T20:25:42.960480797+0200
2,'3000',5c1c57a7-e89d-4344-9521-157678129167,2014-10-07T20:25:42.990322858+0200
2,'2000',7120dc5c-ccbd-4a06-9d6f-2469a8608ee5,2014-10-07T20:25:43.014924021+0200
2,'3000',0fc13fd2-af06-4985-b435-50b2990a5cd4,2014-10-07T20:25:43.045836437+0200
2,'2000',0b0be04d-7649-4941-a413-e592c0c745a7,2014-10-07T20:25:43.071842799+0200
2,'3000',5e76e90a-f499-42c2-8c82-1b20cc9c2050,2014-10-07T20:25:43.102660233+0200
2,'2000',dcb71f9b-8c17-48fd-a3a9-a2808f93a03b,2014-10-07T20:25:43.127531314+0200
2,'3000',37b5acc3-c920-4334-b8aa-54dcc16e2042,2014-10-07T20:25:43.158424110+0200
2,'2000',e664fea3-ec35-487f-ac97-1799b6e4723d,2014-10-07T20:25:43.195582442+0200
2,'3000',45791d6b-b43c-430d-a3ca-df09562999ad,2014-10-07T20:25:43.225573614+0200
2,'2000',04109a61-3b50-47e9-859b-d4177adf9ac3,2014-10-07T20:25:43.254265848+0200
2,'3000',11a6e92b-ca07-40c2-88fd-514d2115fff7,2014-10-07T20:25:43.284355976+0200
2,'2000',62a6ceb1-5b49-43d5-bfc2-eb7e82204dc1,2014-10-07T20:25:43.307902693+0200
2,'3000',13b6ea27-4b02-4da3-8036-55353e1b4db4,2014-10-07T20:25:43.340440951+0200
2,'2000',5c21e787-f9e5-44c4-a2b1-193615ad32b9,2014-10-07T20:25:43.367345533+0200
2,'3000',9a4bd6b6-7798-4100-a927-a1f06adc03e9,2014-10-07T20:25:43.398340489+0200
2,'2000',ecd9a76d-5756-4a3a-9495-dd51b1fdac01,2014-10-07T20:25:43.425777057+0200
