emailFileID, msgCode, msgUID, msgTimestamp, simuid
1, '0000', 0dbe15dd-51f2-4255-b31e-01f270057424, 2014-10-14T23:27:02.775333393+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
2, '1000', 38e8fcf7-430e-425b-bc4b-79af8698ce69, 2014-10-15T00:19:34.354887282+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
2, '3000', 770cb237-c800-49a4-b71e-92e2380b87a3, 2014-10-15T00:19:34.364438174+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 2f47a72c-75d5-4bda-9348-9941292f4a5f, 2014-10-14T23:27:02.794954252+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', e16f6adf-54aa-4b82-a514-671750286922, 2014-10-14T23:27:02.804845141+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', c8adaf09-249b-4b30-a7c5-7d5eb02d10f6, 2014-10-14T23:27:02.816745072+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 70d3feab-1e42-4121-ab72-986adfc5c166, 2014-10-14T23:27:02.827399004+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 112fd459-75e7-4ee0-a556-d64533ae549a, 2014-10-14T23:27:02.838249612+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 39bdf9e1-5d5e-48c2-8913-c5de7c27a937, 2014-10-14T23:27:02.848948278+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 84bf2c5c-561e-41af-bdb1-5819f4600dec, 2014-10-14T23:27:02.859805275+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 5af263c8-bae7-4b3b-a3ab-fddbba7a90bc, 2014-10-14T23:27:02.870733710+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', cca50b04-dc6d-44a4-b6a4-7e792eea24bb, 2014-10-14T23:27:02.881671093+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 4bf20eeb-6bcf-4c72-b9bd-6884c4f5a6a2, 2014-10-14T23:27:02.892631554+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 7fee5979-3543-4850-ba1b-6cae397ebb9f, 2014-10-14T23:27:02.908815140+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 5d9aff5f-f84b-4ee3-8c2b-d2d7ca6f3608, 2014-10-14T23:27:02.921379914+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 0192d18c-0bc1-447a-ab6f-b798533abde6, 2014-10-14T23:27:02.931980145+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 18a128ad-58e6-4e08-812c-d1b414ec85b5, 2014-10-14T23:27:02.945740803+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 05cfd7a7-71ff-4b96-b49d-c844a3f1d59a, 2014-10-14T23:27:02.956704107+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 975e5b9c-bd97-48ca-81a8-41e9e5a4ba1f, 2014-10-14T23:27:02.970266527+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 60ec57fd-46bb-4da3-945a-02e2b92b10f0, 2014-10-14T23:27:02.981270793+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 19f4eb65-70b2-430e-93b7-698c3bee44f2, 2014-10-14T23:27:02.994825808+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 817fb53c-07ec-45f9-997a-b1610a6b013c, 2014-10-14T23:27:03.008843441+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 6db4bad3-4dfb-4511-842f-fddb92655c73, 2014-10-14T23:27:03.021366445+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 596318e7-cc75-4768-8893-1573648d118a, 2014-10-14T23:27:03.033329537+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 81bd9192-fd0b-4d80-8d23-164d83666c0f, 2014-10-14T23:27:03.045885108+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 62ecb93b-0cc8-4821-903a-0447923b68a9, 2014-10-14T23:27:03.057060374+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', dc3c0ea7-5dff-4c51-bb26-5b902733282b, 2014-10-14T23:27:03.069654437+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', d46b96f8-8bb8-4db9-9803-ca58c5670a96, 2014-10-14T23:27:03.081834312+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', f6168535-2287-4436-ad40-f3bb712b5067, 2014-10-14T23:27:03.094109940+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', d8f14b7f-d24a-4001-aec3-4326b3dc7080, 2014-10-14T23:27:03.106105236+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 2a147815-29e5-4bdb-9f8c-8b24cc7ba85f, 2014-10-14T23:27:03.118657736+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 0abf17ed-5dd0-4b55-b1e0-0990f8384dbb, 2014-10-14T23:27:03.130730125+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 1aedef9a-5249-4269-a52f-5149db3bde9d, 2014-10-14T23:27:03.143549058+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', d6c1431e-e62a-41ff-b2f3-6dc9f318aaa1, 2014-10-14T23:27:03.159576540+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 199c0f9d-4c8b-4443-83a8-80a921fa1792, 2014-10-14T23:27:03.171917702+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 33af3bb2-4d9e-4f4b-aa6e-e8aee72c5606, 2014-10-14T23:27:03.184120922+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 8886050f-ff1f-4d72-a08d-d44d2521336f, 2014-10-14T23:27:03.194992356+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 009b1315-8558-4336-9c7b-f9ae16ade1c6, 2014-10-14T23:27:03.207316691+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', cd6b4f86-3669-45a9-ab5b-7d4bfbed1cff, 2014-10-14T23:27:03.220214289+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 44b21daf-c8a5-44fe-8873-0702be98285b, 2014-10-14T23:27:03.232418281+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', 8f282442-76e7-4e33-b282-fa8ddcca513a, 2014-10-14T23:27:03.243469104+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 43b80844-5728-407e-b379-466c0d30003b, 2014-10-14T23:27:03.255895567+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 9cf4aee4-66f5-44ec-abef-b53bd89cb242, 2014-10-14T23:27:03.267715311+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '2000', 7cf70f69-6944-4dfe-918c-33197e33c929, 2014-10-14T23:27:03.280218103+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
3, '3000', e5305c97-0c35-48d7-945a-d4ae81696871, 2014-10-14T23:27:03.293627674+0200, e18b6143-ec32-420d-a313-fedc8cae78b3
