emailFileID, msgCode, msgUID, msgTimestamp, simuid
1,'0000',8dd01b6d-f483-4931-9268-891f44f15687,2014-09-23T15:40:36.793538537+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',27e237fe-4dc6-41d2-9fa7-ccfc7384c415,2014-09-23T15:40:36.861591728+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',f8b91f31-e2f7-4c73-866e-e316a9fa2ec6,2014-09-23T15:40:36.942125245+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',c72b7239-6807-4828-adea-5396840e3a20,2014-09-23T15:40:36.997438511+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',61d0f206-cdee-40a4-b648-967d4e1009e6,2014-09-23T15:40:37.057117641+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',eacc41fd-e6b9-41b2-9fb7-0c86e9cb6742,2014-09-23T15:40:37.113654859+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',882aa2b3-6b01-47ee-be72-99ff72f35c65,2014-09-23T15:40:37.292122375+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',38623066-5037-48e6-b0a6-42cce9cec0b7,2014-09-23T15:40:37.360238061+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',4dfdb26c-235a-4a7d-8c41-f1114882c286,2014-09-23T15:40:37.423175988+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',827dbea0-4d4f-4f5c-b5d2-1d0e0373b09d,2014-09-23T15:40:37.490736587+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',66e33e3e-dada-4977-a6c3-55babd70a257,2014-09-23T15:40:37.557128911+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',e9aeb94c-e89c-4af7-88df-1cfd96e86667,2014-09-23T15:40:37.622791000+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',83c8aea4-340c-4121-85f5-dd6b3d7c3714,2014-09-23T15:40:37.689202406+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',cff96a8e-983d-4a71-aacf-0577b60dae74,2014-09-23T15:40:37.750190285+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',d31a73ba-9053-47f1-b6c3-b2ea515b60f8,2014-09-23T15:40:37.814616460+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',108e011c-1087-4f23-adcf-5959476f472b,2014-09-23T15:40:37.895773307+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',8f1a840d-81df-480f-8430-febda5e20e38,2014-09-23T15:40:37.960880866+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',39b29c83-324f-4edf-be59-f89c19145f04,2014-09-23T15:40:38.029414725+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
2,'3000',08078dc2-aebf-4e25-a1c6-14900bfa36dd,2014-09-23T15:40:38.087495383+0200,ff8e46d5-157e-4b1f-95ab-4a762f588071
