--------------------------------------------------------------------------------------
Simulation: ff8e46d5-157e-4b1f-95ab-4a762f588071
--------------------------------------------------------------------------------------
0000		1
0100		1
1000		0
1100		1
2000		0
3000		8084
7000		1182
8888		0
9000		0
9999		0

