--------------------------------------------------------------------------------------
Simulation: b3d64c0e-3b2a-4bf1-8a7f-276e99e45896
--------------------------------------------------------------------------------------
0000		1
0100		1
1000		1
1100		2
2000		2919
3000		2921
7000		200
8888		0
9000		0
9999		0

Total = 6045
