--------------------------------------------------------------------------------------
Simulation: be870509-b5ba-456d-8d9f-a3e17fa3e389
--------------------------------------------------------------------------------------
0000		1
0100		0
1000		0
1100		0
2000		0
3000		0
7000		0
8888		0
9000		0
9999		0

Total = 1
