--------------------------------------------------------------------------------------
Simulation: e18b6143-ec32-420d-a313-fedc8cae78b3
--------------------------------------------------------------------------------------
0000		1
0100		1
1000		1
1100		2
2000		11428
3000		11430
7000		666
8888		0
9000		0
9999		0

